theta_t,q_t,q_g,q_total,green_share,purchase_price,profit_t,profit_g,profit_r,utility_t,risk_sd
35.0,0.39510818438381945,0.9341486359360301,1.3292568203198496,0.70276008492569,3.1707431796801506,1.0186208648201855,2.445401022063437,2.4890521045267615,0.7044485291189406,0.09474361428933878
35.2,0.39408497222639244,0.9343191712956013,1.3284041435219938,0.7033395490761145,3.1715958564780062,1.0169238170114616,2.4463569415514974,2.4863596402873984,0.7025906151740764,0.09449825663335751
35.4,0.39306704600756187,0.9344888256654064,1.3275558716729683,0.7039167583114795,3.1724441283270317,1.0152306881598747,2.447308095880531,2.483682528249859,0.7007424724013258,0.0942541665009238
35.6,0.39205436487192896,0.9346576058546785,1.3267119707266075,0.7044917257683214,3.1732880292733925,1.0135414853497775,2.4482545205459987,2.4810206386325824,0.6989040239438031,0.09401133409525718
35.800000000000004,0.3910468883840452,0.9348255186026592,1.3258724069867043,0.7050644644813349,3.1741275930132957,1.0118562152095225,2.4491962506921916,2.478373843102069,0.6970751937483163,0.09376974972027773
36.0,0.3900445765230312,0.9349925705794948,1.325037147102526,0.7056349873843566,3.1749628528974743,1.0101748839222042,2.4501333211165544,2.4757420147528637,0.6952559065548907,0.09352940377931566
36.2,0.3890473896772759,0.9351587683871206,1.3242061580643965,0.7062033073113406,3.1757938419356035,1.0084974972361607,2.45106576627395,2.4731250280878676,0.6934460878864581,0.09329028677384037
36.4,0.38805528863921945,0.9353241185601301,1.3233794071993494,0.7067694369973191,3.1766205928006506,1.006824060475243,2.4519936202808523,2.4705227589989764,0.6916456640387065,0.09305238930220924
36.6,0.38706823460021383,0.935488627566631,1.3225568621668449,0.7073333890793544,3.177443137833155,1.005154578548854,2.452916916919496,2.4679350847480332,0.6898545620700847,0.09281570205843542
36.800000000000004,0.3860861891454626,0.9356523018090895,1.3217384909545522,0.7078951760974795,3.1782615090454476,1.0034890559617653,2.453835689641943,2.465361883948093,0.688072709791965,0.09258021583097432
37.0,0.38510911424903727,0.9358151476251605,1.3209242618741976,0.7084548104956269,3.1790757381258024,1.001827496823715,2.454749971574103,2.462803036544993,0.686300035758955,0.09234592150152862
37.2,0.3841369722689691,0.9359771712885051,1.3201141435574741,0.7090123046225474,3.179885856442526,1.0001699048587935,2.4556597955196953,2.46025842379922,0.6845364692593602,0.09211281004387128
37.4,0.3831697259424151,0.9361383790095975,1.3193081049520126,0.7095676707327193,3.180691895047987,0.99851628341462,2.45656519396415,2.457727928268077,0.6827819403057918,0.0918808725226865
37.6,0.3822073383808969,0.9362987769365172,1.318506115317414,0.7101209209872453,3.181493884682586,0.996866635471317,2.4574661990784534,2.455211433788125,0.6810363796259202,0.09165010009242783
37.800000000000004,0.3812497730656112,0.9364583711557315,1.3177081442213427,0.7106720674547409,3.182291855778657,0.9952209636502856,2.4583628427229374,2.4527088254579263,0.6792997186533678,0.09142048399619393
38.0,0.38029699384281057,0.9366171676928648,1.3169141615356754,0.7112211221122112,3.183085838464325,0.9935792702227868,2.459255156451013,2.450219989621049,0.6775718895187419,0.0911920155646207
38.2,0.37934896491925285,0.9367751725134579,1.3161241374327108,0.7117680968459195,3.183875862567289,0.9919415571183317,2.460143171512856,2.4477448138493525,0.6758528250408015,0.09096468621479019
38.400000000000006,0.37840565085771943,0.9369323915237134,1.315338042381433,0.7123130034522439,3.184661957618567,0.9903078259328915,2.4610269188590346,2.445283186926537,0.6741424587177636,0.09073848744915587
